time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-26 10:57:19,STO,5940.0,2024-11-26 15:00:00.500,STC,5914.2,-1,25.800000000000182,0.27264659999999996,25.52735340000018,0.004297534242424273,0.004297534242424273
