time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-11 10:36:12.500,STO,2721.0,2024-11-11 14:30:30,STC,2763.0,-1,-42.0,0.126132,-42.126132,-0.015481856670341786,-0.015481856670341786
2024-11-11 14:30:31.000,BTO,2763.4,2024-11-11 15:00:00,BTC,2761.0,1,-2.400000000000091,0.12706119999999999,-2.527061200000091,-0.000914475356444992,-0.016396332026786777
