time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-27 10:49:14.500,BTO,5655.4,2024-11-27 15:00:00,BTC,5766.6,1,111.20000000000073,0.262706,110.93729400000073,0.019616171093114677,0.019616171093114677
