time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-08 10:37:10,STO,4162.4,2024-11-08 15:00:00,STC,4112.2,-1,50.19999999999982,0.19031579999999998,50.00968419999982,0.012014627186238665,0.012014627186238665
