time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-08 10:38:00,STO,6245.4,2024-11-08 15:00:00,STC,6173.2,-1,72.19999999999982,0.2856278,71.91437219999982,0.011514774425977491,0.011514774425977491
