time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-07 11:15:29,BTO,6128.0,2024-11-07 15:00:00.500,BTC,6207.8,1,79.80000000000018,0.2837234,79.51627660000018,0.012975893701044416,0.012975893701044416
