time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-10-25 11:20:07,BTO,2703.0,2024-10-25 15:00:00,BTC,2692.4,1,-10.599999999999909,0.1240942,-10.724094199999909,-0.003967478431372516,-0.003967478431372516
