time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-01 14:18:56,STO,5880.0,2024-11-01 15:00:00.500,STC,5890.2,-1,-10.199999999999818,0.2707146,-10.470714599999818,-0.001780733775510173,-0.001780733775510173
