time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-21 13:26:20.500,BTO,2693.0,2024-11-21 14:18:44,BTC,2670.2,1,-22.800000000000182,0.1233536,-22.923353600000183,-0.008512199628666983,-0.008512199628666983
2024-11-21 14:18:44.500,STO,2670.2,2024-11-21 15:00:00,STC,2689.0,-1,-18.800000000000182,0.1232616,-18.92326160000018,-0.007086833046213835,-0.015599032674880817
