time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-21 10:33:07.000,BTO,6213.4,2024-11-21 14:09:02.500,BTC,6152.0,1,-61.399999999999636,0.2844042,-61.68440419999963,-0.00992764093732894,-0.00992764093732894
2024-11-21 14:09:10.500,STO,6146.6,2024-11-21 15:00:00.000,STC,6187.6,-1,-41.0,0.2836866,-41.2836866,-0.006716507760387857,-0.0166441486977168
