time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-18 10:32:01.500,BTO,2731.6,2024-11-18 14:09:18,BTC,2683.2,1,-48.40000000000009,0.1245404,-48.52454040000009,-0.01776414570215262,-0.01776414570215262
2024-11-18 14:11:08.000,STO,2682.2,2024-11-18 15:00:00,STC,2685.0,-1,-2.800000000000182,0.12344559999999999,-2.923445600000182,-0.0010899431809709129,-0.01885408888312353
