time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-10-23 13:00:16.500,BTO,5816.0,2024-10-23 15:00:00,BTC,5755.6,1,-60.399999999999636,0.2661468,-60.66614679999964,-0.010430905570839002,-0.010430905570839002
