time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-22 10:33:03.500,STO,3957.4,2024-11-22 15:00:00,STC,3862.6,-1,94.80000000000018,0.17986,94.62014000000018,0.023909673017637887,0.023909673017637887
