time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-28 11:16:26,STO,6045.0,2024-11-28 15:00:00,STC,6036.0,-1,9.0,0.27786299999999997,8.722137,0.0014428679900744417,0.0014428679900744417
