time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-19 10:34:38,STO,5964.0,2024-11-19 14:05:34.500,STC,6037.0,-1,-73.0,0.276023,-73.276023,-0.012286388832997987,-0.012286388832997987
2024-11-19 14:05:35,BTO,6037.4,2024-11-19 15:00:00.000,BTC,6092.8,1,55.400000000000546,0.2789946,55.12100540000055,0.009129924371418251,-0.0031564644615797357
