time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-10-17 10:39:35,STO,3824.0,2024-10-17 15:00:00.500,STC,3782.4,-1,41.59999999999991,0.17494720000000002,41.42505279999991,0.010832911297071106,0.010832911297071106
