time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-11-25 10:52:12.500,STO,3853.2,2024-11-25 15:00:00.500,STC,3839.6,-1,13.599999999999909,0.1769344,13.423065599999909,0.0034836150731859,0.0034836150731859
