time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-10-28 10:46:34,BTO,6028.8,2024-10-28 15:00:00,BTC,6043.8,1,15.0,0.27766979999999997,14.7223302,0.002442000099522293,0.002442000099522293
