time_o,action_o,price_o,time_c,action_c,price_c,sign,pnl,fee,net_pnl,return,cum_return
2024-10-28 13:38:14.500,BTO,2696.4,2024-10-28 15:00:00,BTC,2698.0,1,1.599999999999909,0.12407119999999999,1.4759287999999091,0.0005473701231270987,0.0005473701231270987
